creator_id	creator_display	normalized_name	name_variants	life_dates	culture_or_tradition	notes
creator_01801	Humberto Ak'abal	humberto akabal	""	""	""	Bootstrapped from incumbent path
creator_01802	Mayra Santos-Febres	mayra santos febres	""	""	""	Bootstrapped from incumbent path
creator_01803	Hwang Sok-yong	hwang sok yong	""	""	""	Bootstrapped from incumbent path
creator_01804	Zadie Smith	zadie smith	""	""	""	Bootstrapped from incumbent path
creator_01805	Hubert Matiuwaa	hubert matiuwaa	""	""	""	Bootstrapped from incumbent path
creator_01806	Michael Chabon	michael chabon	""	""	""	Bootstrapped from incumbent path
creator_01807	Ian McEwan	ian mcewan	""	""	""	Bootstrapped from incumbent path
creator_01808	Percival Everett	percival everett	""	""	""	Bootstrapped from incumbent path
creator_01809	Ondjaki	ondjaki	""	""	""	Bootstrapped from incumbent path
creator_01810	LeAnne Howe	leanne howe	""	""	""	Bootstrapped from incumbent path
creator_01811	Javier Cercas	javier cercas	""	""	""	Bootstrapped from incumbent path
creator_01812	Neshani Andreas	neshani andreas	""	""	""	Bootstrapped from incumbent path
creator_01813	Jonathan Franzen	jonathan franzen	""	""	""	Bootstrapped from incumbent path
creator_01814	Yann Martel	yann martel	""	""	""	Bootstrapped from incumbent path
creator_01815	Eka Kurniawan	eka kurniawan	""	""	""	Bootstrapped from incumbent path
creator_01816	Neil Gaiman	neil gaiman	""	""	""	Bootstrapped from incumbent path
creator_01817	Sarah Waters	sarah waters	""	""	""	Bootstrapped from incumbent path
creator_01818	Jeffrey Eugenides	jeffrey eugenides	""	""	""	Bootstrapped from incumbent path
creator_01819	F. H. Batacan	f h batacan	""	""	""	Bootstrapped from incumbent path
creator_01820	Ted Chiang	ted chiang	""	""	""	Bootstrapped from incumbent path
creator_01821	Elena Ferrante	elena ferrante	""	""	""	Bootstrapped from incumbent path
creator_01822	Bachtyar Ali	bachtyar ali	""	""	""	Bootstrapped from incumbent path
creator_01823	Alaa Al Aswany	alaa al aswany	""	""	""	Bootstrapped from incumbent path
creator_01824	Helon Habila	helon habila	""	""	""	Bootstrapped from incumbent path
creator_01825	Urmila Pawar	urmila pawar	""	""	""	Bootstrapped from incumbent path
creator_01826	Alain Mabanckou	alain mabanckou	""	""	""	Bootstrapped from incumbent path
creator_01827	Monica Ali	monica ali	""	""	""	Bootstrapped from incumbent path
creator_01828	Conceicao Evaristo	conceicao evaristo	""	""	""	Bootstrapped from incumbent path
creator_01829	Chimamanda Ngozi Adichie	chimamanda ngozi adichie	""	""	""	Bootstrapped from incumbent path
creator_01830	Azar Nafisi	azar nafisi	""	""	""	Bootstrapped from incumbent path
creator_01831	Carmen Martin Gaite	carmen martin gaite	""	""	""	Bootstrapped from incumbent path
creator_01832	Njabulo Ndebele	njabulo ndebele	""	""	""	Bootstrapped from incumbent path
creator_01833	Yoko Ogawa	yoko ogawa	""	""	""	Bootstrapped from incumbent path
creator_01834	Edward P. Jones	edward p jones	""	""	""	Bootstrapped from incumbent path
creator_01835	Marlene van Niekerk	marlene van niekerk	""	""	""	Bootstrapped from incumbent path
creator_01836	Chris Abani	chris abani	""	""	""	Bootstrapped from incumbent path
creator_01837	Susanna Clarke	susanna clarke	""	""	""	Bootstrapped from incumbent path
creator_01838	Nadeem Aslam	nadeem aslam	""	""	""	Bootstrapped from incumbent path
creator_01839	Andrea Levy	andrea levy	""	""	""	Bootstrapped from incumbent path
creator_01840	Maria Isabel Barreno	maria isabel barreno	""	""	""	Bootstrapped from incumbent path
creator_01841	Maria Teresa Horta	maria teresa horta	""	""	""	Bootstrapped from incumbent path
creator_01842	Maria Velho da Costa	maria velho da costa	""	""	""	Bootstrapped from incumbent path
creator_01843	Cheon Myeong-kwan	cheon myeong kwan	""	""	""	Bootstrapped from incumbent path
creator_01844	Tusiata Avia	tusiata avia	""	""	""	Bootstrapped from incumbent path
creator_01845	Liu Yiqing attribution and Six Dynasties anecdote tradition	liu yiqing attribution and six dynasties anecdote tradition	""	""	""	Bootstrapped from incumbent path
creator_01846	David Mitchell	david mitchell	""	""	""	Bootstrapped from incumbent path
creator_01847	Thuan	thuan	""	""	""	Bootstrapped from incumbent path
creator_01848	Sefi Atta	sefi atta	""	""	""	Bootstrapped from incumbent path
creator_01849	Narayan Wagle	narayan wagle	""	""	""	Bootstrapped from incumbent path
creator_01850	Etienne Leroux	etienne leroux	""	""	""	Bootstrapped from incumbent path
creator_01851	Ana Maria Goncalves	ana maria goncalves	""	""	""	Bootstrapped from incumbent path
creator_01852	Gene Luen Yang	gene luen yang	""	""	""	Bootstrapped from incumbent path
creator_01853	Aminatta Forna	aminatta forna	""	""	""	Bootstrapped from incumbent path
creator_01854	Alejandro Zambra	alejandro zambra	""	""	""	Bootstrapped from incumbent path
creator_01855	Alison Bechdel	alison bechdel	""	""	""	Bootstrapped from incumbent path
creator_01856	Hisham Matar	hisham matar	""	""	""	Bootstrapped from incumbent path
creator_01857	Tara June Winch	tara june winch	""	""	""	Bootstrapped from incumbent path
creator_01858	Shaun Tan	shaun tan	""	""	""	Bootstrapped from incumbent path
creator_01859	Elif Shafak	elif shafak	""	""	""	Bootstrapped from incumbent path
creator_01860	Kiran Desai	kiran desai	""	""	""	Bootstrapped from incumbent path
creator_01861	Tahmima Anam	tahmima anam	""	""	""	Bootstrapped from incumbent path
creator_01862	Kopano Matlwa	kopano matlwa	""	""	""	Bootstrapped from incumbent path
creator_01863	Dinaw Mengestu	dinaw mengestu	""	""	""	Bootstrapped from incumbent path
creator_01864	Junot Diaz	junot diaz	""	""	""	Bootstrapped from incumbent path
creator_01865	Han Kang	han kang	""	""	""	Bootstrapped from incumbent path
creator_01866	Denis Johnson	denis johnson	""	""	""	Bootstrapped from incumbent path
creator_01867	Dasa Drndic	dasa drndic	""	""	""	Bootstrapped from incumbent path
creator_01868	Biyi Bandele	biyi bandele	""	""	""	Bootstrapped from incumbent path
creator_01869	Mohammed Hanif	mohammed hanif	""	""	""	Bootstrapped from incumbent path
creator_01870	Benyamin	benyamin	""	""	""	Bootstrapped from incumbent path
creator_01871	Mieko Kawakami	mieko kawakami	""	""	""	Bootstrapped from incumbent path
creator_01872	Craig Santos Perez	craig santos perez	""	""	""	Bootstrapped from incumbent path
creator_01873	Miguel Syjuco	miguel syjuco	""	""	""	Bootstrapped from incumbent path
creator_01874	Shin Kyung-sook	shin kyung sook	""	""	""	Bootstrapped from incumbent path
creator_01875	Sofi Oksanen	sofi oksanen	""	""	""	Bootstrapped from incumbent path
creator_01876	Halide Edib Adivar	halide edib adivar	""	""	""	Bootstrapped from incumbent path
creator_01877	Chitra Banerjee Divakaruni	chitra banerjee divakaruni	""	""	""	Bootstrapped from incumbent path
creator_01878	Brandy Nalani McDougall	brandy nalani mcdougall	""	""	""	Bootstrapped from incumbent path
creator_01879	Liu Cixin	liu cixin	""	""	""	Bootstrapped from incumbent path
creator_01880	Aravind Adiga	aravind adiga	""	""	""	Bootstrapped from incumbent path
creator_01881	Jenny Erpenbeck	jenny erpenbeck	""	""	""	Bootstrapped from incumbent path
creator_01882	Marisol Ceh Moo	marisol ceh moo	""	""	""	Bootstrapped from incumbent path
creator_01883	M. NourbeSe Philip	m nourbese philip	""	""	""	Bootstrapped from incumbent path
creator_01884	Kamila Shamsie	kamila shamsie	""	""	""	Bootstrapped from incumbent path
creator_01885	Samanta Schweblin	samanta schweblin	""	""	""	Bootstrapped from incumbent path
creator_01886	Karl Ove Knausgaard	karl ove knausgaard	""	""	""	Bootstrapped from incumbent path
creator_01887	Yuri Herrera	yuri herrera	""	""	""	Bootstrapped from incumbent path
creator_01888	Nii Ayikwei Parkes	nii ayikwei parkes	""	""	""	Bootstrapped from incumbent path
creator_01889	Marlon James	marlon james	""	""	""	Bootstrapped from incumbent path
creator_01890	Hassan Blasim	hassan blasim	""	""	""	Bootstrapped from incumbent path
creator_01891	Marie NDiaye	marie ndiaye	""	""	""	Bootstrapped from incumbent path
creator_01892	Hilary Mantel	hilary mantel	""	""	""	Bootstrapped from incumbent path
creator_01893	Jennifer Egan	jennifer egan	""	""	""	Bootstrapped from incumbent path
creator_01894	Maaza Mengiste	maaza mengiste	""	""	""	Bootstrapped from incumbent path
creator_01895	Jokha al-Harthi	jokha al harthi	""	""	""	Bootstrapped from incumbent path
creator_01896	Buddhisagar	buddhisagar	""	""	""	Bootstrapped from incumbent path
creator_01897	Perumal Murugan	perumal murugan	""	""	""	Bootstrapped from incumbent path
creator_01898	Sinan Antoon	sinan antoon	""	""	""	Bootstrapped from incumbent path
creator_01899	Lola Shoneyin	lola shoneyin	""	""	""	Bootstrapped from incumbent path
creator_01900	Serhiy Zhadan	serhiy zhadan	""	""	""	Bootstrapped from incumbent path
creator_01901	Kim Sowol	kim sowol	""	""	""	Bootstrapped from incumbent path
creator_01902	Ruta Sepetys	ruta sepetys	""	""	""	Bootstrapped from incumbent path
creator_01903	China Mieville	china mieville	""	""	""	Bootstrapped from incumbent path
creator_01904	Valeria Luiselli	valeria luiselli	""	""	""	Bootstrapped from incumbent path
creator_01905	Tracy K. Smith	tracy k smith	""	""	""	Bootstrapped from incumbent path
creator_01906	Alice Oswald	alice oswald	""	""	""	Bootstrapped from incumbent path
creator_01907	Teju Cole	teju cole	""	""	""	Bootstrapped from incumbent path
creator_01908	Jesmyn Ward	jesmyn ward	""	""	""	Bootstrapped from incumbent path
creator_01909	Tony Birch	tony birch	""	""	""	Bootstrapped from incumbent path
creator_01910	Guadalupe Nettel	guadalupe nettel	""	""	""	Bootstrapped from incumbent path
creator_01911	Jose Eduardo Agualusa	jose eduardo agualusa	""	""	""	Bootstrapped from incumbent path
creator_01912	Scholastique Mukasonga	scholastique mukasonga	""	""	""	Bootstrapped from incumbent path
creator_01913	Pergentino Jose	pergentino jose	""	""	""	Bootstrapped from incumbent path
creator_01914	Jaime Luis Huenun	jaime luis huenun	""	""	""	Bootstrapped from incumbent path
creator_01915	Lina Meruane	lina meruane	""	""	""	Bootstrapped from incumbent path
creator_01916	Saud al-Sanousi	saud al sanousi	""	""	""	Bootstrapped from incumbent path
creator_01917	Natalie Diaz	natalie diaz	""	""	""	Bootstrapped from incumbent path
creator_01918	Vaddey Ratner	vaddey ratner	""	""	""	Bootstrapped from incumbent path
creator_01919	Ann Leckie	ann leckie	""	""	""	Bootstrapped from incumbent path
creator_01920	Ahmed Saadawi	ahmed saadawi	""	""	""	Bootstrapped from incumbent path
creator_01921	Taiye Selasi	taiye selasi	""	""	""	Bootstrapped from incumbent path
creator_01922	Can Xue	can xue	""	""	""	Bootstrapped from incumbent path
creator_01923	John Lewis, Andrew Aydin, and Nate Powell	john lewis andrew aydin and nate powell	""	""	""	Bootstrapped from incumbent path
creator_01924	Melissa Lucashenko	melissa lucashenko	""	""	""	Bootstrapped from incumbent path
creator_01925	Nona Fernandez	nona fernandez	""	""	""	Bootstrapped from incumbent path
creator_01926	Basma Abdel Aziz	basma abdel aziz	""	""	""	Bootstrapped from incumbent path
creator_01927	NoViolet Bulawayo	noviolet bulawayo	""	""	""	Bootstrapped from incumbent path
creator_01928	Liu Xie	liu xie	""	""	""	Bootstrapped from incumbent path
creator_01929	Jeff VanderMeer	jeff vandermeer	""	""	""	Bootstrapped from incumbent path
creator_01930	Jacqueline Woodson	jacqueline woodson	""	""	""	Bootstrapped from incumbent path
creator_01931	Claudia Rankine	claudia rankine	""	""	""	Bootstrapped from incumbent path
creator_01932	Niviaq Korneliussen	niviaq korneliussen	""	""	""	Bootstrapped from incumbent path
creator_01933	Yvonne Adhiambo Owuor	yvonne adhiambo owuor	""	""	""	Bootstrapped from incumbent path
creator_01934	Ellen van Neerven	ellen van neerven	""	""	""	Bootstrapped from incumbent path
creator_01935	Ali Smith	ali smith	""	""	""	Bootstrapped from incumbent path
creator_01936	Jennifer Nansubuga Makumbi	jennifer nansubuga makumbi	""	""	""	Bootstrapped from incumbent path
creator_01937	Rachel Cusk	rachel cusk	""	""	""	Bootstrapped from incumbent path
creator_01938	Tawada Yoko	tawada yoko	""	""	""	Bootstrapped from incumbent path
creator_01939	Laila Lalami	laila lalami	""	""	""	Bootstrapped from incumbent path
creator_01940	Fiston Mwanza Mujila	fiston mwanza mujila	""	""	""	Bootstrapped from incumbent path
creator_01941	Hanya Yanagihara	hanya yanagihara	""	""	""	Bootstrapped from incumbent path
creator_01942	Nnedi Okorafor	nnedi okorafor	""	""	""	Bootstrapped from incumbent path
creator_01943	Maggie Nelson	maggie nelson	""	""	""	Bootstrapped from incumbent path
creator_01944	N. K. Jemisin	n k jemisin	""	""	""	Bootstrapped from incumbent path
creator_01945	Chigozie Obioma	chigozie obioma	""	""	""	Bootstrapped from incumbent path
creator_01946	Viet Thanh Nguyen	viet thanh nguyen	""	""	""	Bootstrapped from incumbent path
creator_01947	Paul Beatty	paul beatty	""	""	""	Bootstrapped from incumbent path
creator_01948	Kei Miller	kei miller	""	""	""	Bootstrapped from incumbent path
creator_01949	Imbolo Mbue	imbolo mbue	""	""	""	Bootstrapped from incumbent path
creator_01950	Murata Sayaka	murata sayaka	""	""	""	Bootstrapped from incumbent path
creator_01951	Yaa Gyasi	yaa gyasi	""	""	""	Bootstrapped from incumbent path
creator_01952	Cho Nam-joo	cho nam joo	""	""	""	Bootstrapped from incumbent path
creator_01953	Solmaz Sharif	solmaz sharif	""	""	""	Bootstrapped from incumbent path
creator_01954	Leila Slimani	leila slimani	""	""	""	Bootstrapped from incumbent path
creator_01955	Ocean Vuong	ocean vuong	""	""	""	Bootstrapped from incumbent path
creator_01956	Victor LaValle	victor lavalle	""	""	""	Bootstrapped from incumbent path
creator_01957	Katherena Vermette	katherena vermette	""	""	""	Bootstrapped from incumbent path
creator_01958	Colson Whitehead	colson whitehead	""	""	""	Bootstrapped from incumbent path
creator_01959	Yewande Omotoso	yewande omotoso	""	""	""	Bootstrapped from incumbent path
creator_01960	Mariana Enriquez	mariana enriquez	""	""	""	Bootstrapped from incumbent path
creator_01961	Tommy Pico	tommy pico	""	""	""	Bootstrapped from incumbent path
creator_01962	Bora Chung	bora chung	""	""	""	Bootstrapped from incumbent path
creator_01963	Danez Smith	danez smith	""	""	""	Bootstrapped from incumbent path
creator_01964	Carmen Maria Machado	carmen maria machado	""	""	""	Bootstrapped from incumbent path
creator_01965	Fernanda Melchor	fernanda melchor	""	""	""	Bootstrapped from incumbent path
creator_01966	Kathy Jetnil-Kijiner	kathy jetnil kijiner	""	""	""	Bootstrapped from incumbent path
creator_01967	George Saunders	george saunders	""	""	""	Bootstrapped from incumbent path
creator_01968	Adania Shibli	adania shibli	""	""	""	Bootstrapped from incumbent path
creator_01969	Min Jin Lee	min jin lee	""	""	""	Bootstrapped from incumbent path
creator_01970	Ayobami Adebayo	ayobami adebayo	""	""	""	Bootstrapped from incumbent path
creator_01971	Claire G. Coleman	claire g coleman	""	""	""	Bootstrapped from incumbent path
creator_01972	Angie Thomas	angie thomas	""	""	""	Bootstrapped from incumbent path
creator_01973	Cherie Dimaline	cherie dimaline	""	""	""	Bootstrapped from incumbent path
creator_01974	Billy-Ray Belcourt	billy ray belcourt	""	""	""	Bootstrapped from incumbent path
creator_01975	Layli Long Soldier	layli long soldier	""	""	""	Bootstrapped from incumbent path
creator_01976	Terrance Hayes	terrance hayes	""	""	""	Bootstrapped from incumbent path
creator_01977	Akwaeke Emezi	akwaeke emezi	""	""	""	Bootstrapped from incumbent path
creator_01978	Waubgeshig Rice	waubgeshig rice	""	""	""	Bootstrapped from incumbent path
creator_01979	Tayi Tibble	tayi tibble	""	""	""	Bootstrapped from incumbent path
creator_01980	Tanya Tagaq	tanya tagaq	""	""	""	Bootstrapped from incumbent path
creator_01981	Olga Ravn	olga ravn	""	""	""	Bootstrapped from incumbent path
creator_01982	Tommy Orange	tommy orange	""	""	""	Bootstrapped from incumbent path
creator_01983	Geetanjali Shree	geetanjali shree	""	""	""	Bootstrapped from incumbent path
creator_01984	Anna Burns	anna burns	""	""	""	Bootstrapped from incumbent path
creator_01985	Richard Powers	richard powers	""	""	""	Bootstrapped from incumbent path
creator_01986	Becky Manawatu	becky manawatu	""	""	""	Bootstrapped from incumbent path
creator_01987	Itamar Vieira Junior	itamar vieira junior	""	""	""	Bootstrapped from incumbent path
creator_01988	Bernardine Evaristo	bernardine evaristo	""	""	""	Bootstrapped from incumbent path
creator_01989	Namwali Serpell	namwali serpell	""	""	""	Bootstrapped from incumbent path
creator_01990	Douglas Stuart	douglas stuart	""	""	""	Bootstrapped from incumbent path
creator_01991	Nardi Simpson	nardi simpson	""	""	""	Bootstrapped from incumbent path
creator_01992	Nguyen Phan Que Mai	nguyen phan que mai	""	""	""	Bootstrapped from incumbent path
creator_01993	Stephen Graham Jones	stephen graham jones	""	""	""	Bootstrapped from incumbent path
creator_01994	Torrey Peters	torrey peters	""	""	""	Bootstrapped from incumbent path
creator_01995	Evelyn Araluen	evelyn araluen	""	""	""	Bootstrapped from incumbent path
creator_01996	Theodor Storm	theodor storm	""	""	""	Bootstrapped from incumbent path
creator_01997	Whiti Hereaka	whiti hereaka	""	""	""	Bootstrapped from incumbent path
creator_01998	Damon Galgut	damon galgut	""	""	""	Bootstrapped from incumbent path
